630.40, -952, -564, 1000, 0
655.46, -1044, -524, 1000, 0
680.55, -1088, -500, 1000, 0
705.65, -948, -476, 1000, 0
730.71, -1076, -532, 1000, 0
755.78, -992, -520, 1000, 0
780.82, -992, -572, 1000, 0
805.90, -976, -564, 1000, 0
830.98, -1008, -504, 1000, 0
856.06, -1028, -576, 1000, 0
881.14, -980, -492, 1000, 0
906.23, -1024, -500, 1000, 0
931.30, -1064, -496, 1000, 0
956.35, -996, -512, 1000, 0
981.44, -952, -524, 1000, 0
1006.48, -988, -524, 1000, 0
1031.59, -988, -580, 1000, 0
1056.70, -1032, -544, 1000, 0
1081.82, -936, -532, 1000, 0
1106.96, -1040, -612, 1000, 0
1132.10, -1028, -532, 1000, 0
1157.22, -1004, -512, 1000, 0
1182.35, -900, -456, 1000, 0
1207.47, -1056, -416, 1000, 0
1232.58, -928, -508, 1000, 0
1257.70, -1016, -492, 1000, 0
1282.84, -968, -580, 1000, 0
1307.97, -1052, -592, 1000, 0
1333.09, -1060, -584, 1000, 0
1358.19, -976, -468, 1000, 0
1383.34, -968, -488, 1000, 0
1408.45, -1048, -556, 1000, 0
1433.58, -1004, -496, 1000, 0
1458.70, -968, -436, 1000, 0
1483.87, -964, -496, 1000, 0
1508.97, -1024, -460, 1000, 0
1534.09, -916, -588, 1000, 0
1559.20, -920, -584, 1000, 0
1584.34, -1000, -536, 1000, 0
1609.46, -968, -560, 1000, 0
1634.56, -916, -580, 1000, 0
1659.68, -860, -532, 1000, 0
1684.83, -960, -484, 1000, 0
1709.94, -1072, -504, 1000, 0
1735.04, -996, -480, 1000, 0
1760.14, -912, -404, 1000, 0
1785.27, -968, -452, 1000, 0
1810.37, -972, -540, 1000, 0
1835.48, -1020, -560, 1000, 0
1860.66, -1000, -580, 1000, 0
1885.82, -1028, -596, 1000, 0
1910.97, -912, -568, 1000, 0
1936.08, -1012, -608, 1000, 0
1961.19, -968, -436, 1000, 0
1986.32, -996, -476, 1000, 0
2011.44, -1056, -564, 1000, 0
2036.57, -952, -492, 1000, 0
2061.73, -1020, -580, 1000, 0
2086.86, -912, -568, 1000, 0
2111.97, -1008, -488, 1000, 0
2137.07, -984, -528, 1000, 0
2162.18, -968, -560, 1000, 0
2187.31, -1040, -484, 1000, 0
2212.44, -1060, -516, 1000, 0
2237.56, -976, -556, 1000, 0
2262.75, -1040, -500, 1000, 0
2287.87, -1020, -508, 1000, 0
2313.00, -1056, -584, 1000, 0
2338.10, -916, -552, 1000, 0
2363.24, -1060, -512, 1000, 0
2388.37, -1012, -556, 1000, 0
2413.47, -940, -516, 1000, 0
2438.58, -1032, -416, 1000, 0
2463.80, -1052, -648, 1000, 0
2488.90, -984, -564, 1000, 0
2514.01, -1036, -392, 1000, 0
2539.13, -980, -580, 1000, 0
2564.30, -924, -580, 1000, 0
2589.39, -940, -548, 1000, 0
2614.52, -1104, -588, 1000, 0
2639.64, -968, -532, 1000, 0
2664.80, -1076, -552, 1000, 0
2689.90, -924, -576, 1000, 0
2714.99, -920, -628, 1000, 0
2740.08, -972, -492, 1000, 0
2765.22, -1048, -616, 1000, 0
2790.33, -940, -608, 1000, 0
2815.46, -1004, -1176, 1000, 0
2840.60, -912, -1236, 1000, 0
2865.77, -1408, -828, 1000, 0
2890.90, -1344, -644, 1000, 0
2915.98, -632, 896, 1000, 0
2941.13, 1924, 276, 1000, 0
2966.30, 1456, 3872, 1000, 0
2991.42, -1360, -784, 1000, 0
3016.57, -1112, -1264, 1200, 0
3041.74, -1916, 892, 1200, 0
3066.90, -1028, -692, 1200, 0
3092.04, 1648, 11012, 1200, 0
3117.17, -1100, -708, 1200, 0
3142.35, -1244, -652, 1200, 0
3167.48, -952, -432, 1200, 0
3192.60, -1144, -588, 1200, 0
3217.73, -1268, -720, 1200, 0
3242.90, -1036, -752, 1200, 0
3268.04, -1284, -552, 1200, 0
3293.16, -1060, -552, 1200, 0
3318.29, -1528, 572, 1200, 0
3343.48, 3424, 1896, 1200, 0
3368.59, 2052, 3260, 1200, 0
3393.70, 116, 4128, 1200, 0
3418.78, -992, -980, 1200, 0
3443.93, -936, -628, 1200, 0
3469.04, -1024, -568, 1200, 0
3494.15, -1028, -652, 1200, 0
3519.29, -1080, -588, 1200, 0
3544.50, -1028, -592, 1200, 0
3569.62, -1032, -580, 1200, 0
3594.75, -944, -608, 1200, 0
3619.87, -1032, -472, 1200, 0
3645.03, -984, -540, 1200, 0
3670.14, -1420, -536, 1200, 0
3695.25, -552, -588, 1200, 0
