3779336.00, 76, -604, 1000, 0
3804524.00, -20, -644, 1000, 0
3829688.00, 36, -656, 1000, 0
3854856.00, 68, -664, 1000, 0
3880028.00, 24, -584, 1000, 0
3905232.00, 44, -588, 1000, 0
3930416.00, 156, -692, 1000, 0
3955584.00, -40, -624, 1000, 0
3980776.00, 96, -564, 1000, 0
4005992.00, 168, -540, 1000, 0
4031164.00, 60, -696, 1000, 0
4056348.00, 108, -564, 1000, 0
4081572.00, 128, -676, 1000, 0
4106768.00, 32, -648, 1000, 0
4131932.00, 48, -584, 1000, 0
4157092.00, -24, -656, 1000, 0
4182292.00, -4, -636, 1000, 0
4207460.00, 12, -676, 1000, 0
4232596.00, 8, -620, 1000, 0
4257756.00, -36, -588, 1000, 0
4282972.00, 16, -580, 1000, 0
4308160.00, 32, -672, 1000, 0
4333328.00, -36, -600, 1000, 0
4358500.00, -56, -600, 1000, 0
4383720.00, -36, -632, 1000, 0
4408892.00, 76, -696, 1000, 0
4434068.00, -76, -700, 1000, 0
4459260.00, -12, -612, 1000, 0
4484492.00, 28, -552, 1000, 0
4509652.00, 92, -728, 1000, 0
4534816.00, 84, -644, 1000, 0
4559996.00, 100, -660, 1000, 0
4585192.00, 8, -688, 1000, 0
4610352.00, 48, -724, 1000, 0
4635524.00, 128, -568, 1000, 0
4660740.00, 136, -684, 1000, 0
4685968.00, 108, -616, 1000, 0
4711132.00, 92, -600, 1000, 0
4736296.00, 56, -704, 1000, 0
4761524.00, 128, -564, 1000, 0
4786724.00, 48, -644, 1000, 0
4811892.00, 28, -588, 1000, 0
4837060.00, 60, -612, 1000, 0
4862224.00, 44, -636, 1000, 0
4887432.00, 120, -708, 1000, 0
4912620.00, 16, -640, 1000, 0
4937792.00, 92, -708, 1000, 0
4962960.00, 76, -552, 1000, 0
4988148.00, 36, -664, 1000, 0
5013312.00, 52, -600, 2000, 0
5038484.00, 48, -640, 2000, 0
5063716.00, 36, -620, 2000, 0
5088884.00, 76, -600, 2000, 0
5114060.00, 136, -552, 2000, 0
5139236.00, -28, -636, 2000, 0
5164464.00, -36, -600, 2000, 0
5189640.00, -76, -720, 2000, 0
5214828.00, 176, -456, 2000, 0
5240032.00, -768, -964, 2000, 0
5265244.00, -56, -636, 2000, 0
5290432.00, 340, -408, 2000, 0
5315628.00, -332, -500, 2000, 0
5340812.00, 256, -860, 2000, 0
5366032.00, 4, -396, 2000, 0
5391212.00, -64, -236, 2000, 0
5416392.00, 76, -480, 2000, 0
5441600.00, 20, -568, 2000, 0
5466808.00, 332, -672, 2000, 0
5492004.00, 164, -516, 2000, 0
5517176.00, 208, -588, 2000, 0
5542344.00, 56, -592, 2000, 0
5567552.00, 92, -1200, 2000, 0
5592744.00, 712, -1064, 2000, 0
5617960.00, 864, -3900, 2000, 0
5643156.00, -52, -1048, 2000, 0
5668376.00, 0, -1020, 2000, 0
5693556.00, -984, 788, 2000, 0
5718756.00, -832, -5096, 2000, 0
5744040.00, 780, -5268, 2000, 0
5769264.00, -852, 3632, 2000, 0
5794476.00, 2548, 6396, 2000, 0
5819740.00, 2864, 10268, 2000, 0
5845008.00, 1584, -3016, 2000, 0
5870236.00, -1092, -1224, 2000, 0
5895480.00, 932, 3420, 2000, 0
5920688.00, 336, 4908, 2000, 0
5945960.00, -2292, 2652, 2000, 0
5971628.00, 1912, 14032, 1000, 1
5997140.00, -784, 12068, 1000, 1
6022396.00, -1144, 11156, 1000, 1
6047664.00, -508, 10512, 1000, 1
6072892.00, 2572, 7468, 1000, 1
6098112.00, 9228, 5008, 1000, 1
6123356.00, 15860, 10644, 1000, 1
6148640.00, 2448, 17128, 1000, 1
6173892.00, -2692, 13988, 1000, 1
6199132.00, 268, 14520, 1000, 1
6224400.00, -2516, 9308, 1000, 1
6249616.00, 928, 9516, 1000, 1
6274828.00, 1056, 8336, 1000, 1
6300052.00, -2592, 7632, 1000, 1
6325352.00, -4408, 4972, 1000, 1
6350580.00, -6228, 2920, 1000, 1
6375788.00, 628, 4684, 1000, 1
6401036.00, 652, -11444, 1000, 1
6426312.00, -32048, 26908, 1000, 1
6451576.00, -4124, 20304, 1000, 1
6476848.00, -16960, 22352, 1000, 1
6502148.00, -12000, 7656, 1000, 1
6527416.00, -6808, -576, 1000, 1
6552660.00, -5900, -2276, 1000, 1
6577888.00, -5176, 184, 1000, 1
6603192.00, -9872, 10324, 1000, 1
6628472.00, -11104, 8684, 1000, 1
6653732.00, -16196, 1240, 1000, 1
6678988.00, -22688, 2520, 1000, 1
6704308.00, -13792, 1392, 1000, 1
